timestamp,fish_id,x_coordinate,y_coordinate
1765305157.7603438,95,369,380
1765305157.7603438,90,336,380
1765305157.7603438,16,1051,670
1765305157.815339,86,540,577
1765305157.815339,1,717,462
1765305157.815339,22,621,397
1765305157.815339,4,350,493
1765305157.815339,12,581,366
1765305157.815339,39,445,447
1765305157.815339,9,462,562
1765305157.815339,76,344,179
1765305157.815339,42,338,452
1765305157.815339,2,295,488
1765305157.815339,7,688,538
1765305157.815339,27,319,140
1765305157.815339,96,399,376
1765305157.815339,90,337,385
1765305157.815339,5,367,384
1765305157.815339,16,1049,671
1765305157.8704534,86,540,576
1765305157.8704534,22,623,392
1765305157.8704534,1,718,463
1765305157.8704534,12,579,368
1765305157.8704534,76,343,183
1765305157.8704534,39,445,447
1765305157.8704534,9,457,561
1765305157.8704534,42,338,453
1765305157.8704534,4,350,494
1765305157.8704534,2,298,489
1765305157.8704534,7,688,538
1765305157.8704534,96,405,379
1765305157.8704534,27,321,139
1765305157.8704534,90,340,393
1765305157.8704534,16,1046,668
1765305157.8704534,5,368,389
1765305157.9198961,86,540,575
1765305157.9198961,22,623,392
1765305157.9198961,1,720,463
1765305157.9198961,12,578,369
1765305157.9198961,39,447,447
1765305157.9198961,4,350,495
1765305157.9198961,76,343,182
1765305157.9198961,2,295,487
1765305157.9198961,42,338,454
1765305157.9198961,96,406,381
1765305157.9198961,7,689,538
1765305157.9198961,27,321,139
1765305157.9198961,90,338,395
1765305157.9198961,95,370,387
1765305157.9198961,16,1050,669
1765305157.9783762,86,540,574
1765305157.9783762,1,722,463
1765305157.9783762,22,623,391
1765305157.9783762,39,449,445
1765305157.9783762,4,350,494
1765305157.9783762,76,340,182
1765305157.9783762,12,575,368
1765305157.9783762,27,318,139
1765305157.9783762,2,293,486
1765305157.9783762,42,337,458
1765305157.9783762,96,404,386
1765305157.9783762,7,688,537
1765305157.9783762,90,337,388
1765305157.9783762,5,367,399
1765305157.9783762,16,1052,669
1765305158.0305333,39,450,443
1765305158.0305333,86,540,573
1765305158.0305333,1,723,464
1765305158.0305333,4,350,494
1765305158.0305333,22,623,389
1765305158.0305333,12,566,366
1765305158.0305333,27,318,139
1765305158.0305333,76,340,182
1765305158.0305333,96,403,388
1765305158.0305333,2,294,485
1765305158.0305333,42,337,459
1765305158.0305333,7,687,537
1765305158.0305333,90,339,385
1765305158.0305333,5,365,401
1765305158.0305333,16,1052,669
1765305158.0814395,39,451,442
1765305158.0814395,86,540,574
1765305158.0814395,1,725,465
1765305158.0814395,12,565,365
1765305158.0814395,4,348,494
1765305158.0814395,22,624,388
1765305158.0814395,2,294,486
1765305158.0814395,96,409,393
1765305158.0814395,76,342,182
1765305158.0814395,27,319,139
1765305158.0814395,42,337,459
1765305158.0814395,90,339,387
1765305158.0814395,7,687,538
1765305158.0814395,50,338,433
1765305158.0814395,95,369,395
1765305158.0814395,16,1051,668
1765305158.1304421,39,454,438
1765305158.1304421,86,540,573
1765305158.1304421,1,726,465
1765305158.1304421,12,561,364
1765305158.1304421,4,348,494
1765305158.1304421,96,408,395
1765305158.1304421,9,446,556
1765305158.1304421,2,294,485
1765305158.1304421,22,624,388
1765305158.1304421,90,338,385
1765305158.1304421,42,336,460
1765305158.1304421,76,342,181
1765305158.1304421,27,320,140
1765305158.1304421,7,688,538
1765305158.1304421,16,1052,668
1765305158.1304421,50,340,433
1765305158.1775236,1,727,466
1765305158.1775236,39,454,437
1765305158.1775236,86,540,573
1765305158.1775236,4,349,493
1765305158.1775236,96,410,400
1765305158.1775236,9,444,554
1765305158.1775236,12,559,363
1765305158.1775236,90,338,385
1765305158.1775236,2,298,488
1765305158.1775236,22,624,387
1765305158.1775236,42,340,461
1765305158.1775236,76,343,184
1765305158.1775236,7,686,535
1765305158.1775236,16,1052,668
1765305158.1775236,27,317,139
1765305158.1775236,95,372,396
1765305158.1775236,50,341,434
1765305158.231067,39,455,436
1765305158.231067,1,730,466
1765305158.231067,86,539,574
1765305158.231067,4,349,493
1765305158.231067,12,558,363
1765305158.231067,9,443,553
1765305158.231067,96,412,402
1765305158.231067,2,298,489
1765305158.231067,74,341,385
1765305158.231067,22,625,386
1765305158.231067,42,338,461
1765305158.231067,7,686,534
1765305158.231067,76,344,186
1765305158.231067,27,317,138
1765305158.231067,50,344,434
1765305158.231067,16,1052,670
1765305158.231067,95,371,394
1765305158.2801385,39,456,435
1765305158.2801385,86,539,574
1765305158.2801385,1,730,466
1765305158.2801385,4,349,494
1765305158.2801385,12,552,363
1765305158.2801385,9,442,552
1765305158.2801385,74,340,384
1765305158.2801385,2,297,488
1765305158.2801385,96,416,407
1765305158.2801385,22,630,386
1765305158.2801385,42,338,462
1765305158.2801385,7,686,534
1765305158.2801385,76,344,188
1765305158.2801385,27,315,137
1765305158.2801385,95,377,395
1765305158.2801385,16,1052,669
1765305158.2801385,50,347,434
1765305158.328886,4,349,493
1765305158.328886,39,460,435
1765305158.328886,86,538,575
1765305158.328886,1,732,466
1765305158.328886,9,441,552
1765305158.328886,74,341,381
1765305158.328886,95,376,395
1765305158.328886,12,551,361
1765305158.328886,2,292,487
1765305158.328886,42,341,462
1765305158.328886,7,688,535
1765305158.328886,22,629,386
1765305158.328886,16,1051,667
1765305158.328886,96,418,412
1765305158.328886,76,343,187
1765305158.328886,27,317,137
1765305158.328886,50,357,433
1765305158.328886,5,360,426
1765305158.3780565,4,349,492
1765305158.3780565,86,538,575
1765305158.3780565,1,733,466
1765305158.3780565,39,462,434
1765305158.3780565,9,440,553
1765305158.3780565,74,342,382
1765305158.3780565,95,377,396
1765305158.3780565,12,549,361
1765305158.3780565,2,292,487
1765305158.3780565,7,688,534
1765305158.3780565,22,629,386
1765305158.3780565,96,425,415
1765305158.3780565,42,341,462
1765305158.3780565,16,1052,669
1765305158.3780565,27,316,137
1765305158.3780565,76,343,187
1765305158.3780565,50,355,435
1765305158.3780565,5,363,430
1765305158.4354105,4,348,493
1765305158.4354105,86,538,575
1765305158.4354105,1,734,466
1765305158.4354105,39,465,433
1765305158.4354105,74,342,379
1765305158.4354105,95,376,397
1765305158.4354105,9,439,553
1765305158.4354105,12,544,360
1765305158.4354105,96,421,418
1765305158.4354105,2,293,488
1765305158.4354105,7,688,534
1765305158.4354105,22,629,386
1765305158.4354105,42,339,461
1765305158.4354105,16,1052,669
1765305158.4354105,50,361,433
1765305158.4354105,76,338,188
1765305158.4354105,27,316,137
1765305158.4354105,5,366,427
1765305158.4885483,86,537,575
1765305158.4885483,4,348,492
1765305158.4885483,1,735,466
1765305158.4885483,74,342,378
1765305158.4885483,9,440,553
1765305158.4885483,95,376,397
1765305158.4885483,39,469,432
1765305158.4885483,12,541,358
1765305158.4885483,2,291,489
1765305158.4885483,7,689,534
1765305158.4885483,22,632,384
1765305158.4885483,76,339,188
1765305158.4885483,96,423,419
1765305158.4885483,42,336,459
1765305158.4885483,16,1052,668
1765305158.4885483,50,361,433
1765305158.4885483,5,351,432
1765305158.4885483,27,316,137
1765305158.5376632,4,348,492
1765305158.5376632,1,737,466
1765305158.5376632,86,537,573
1765305158.5376632,74,341,375
1765305158.5376632,39,470,431
1765305158.5376632,9,439,555
1765305158.5376632,95,370,401
1765305158.5376632,12,539,358
1765305158.5376632,2,291,489
1765305158.5376632,7,689,534
1765305158.5376632,22,633,384
1765305158.5376632,96,426,422
1765305158.5376632,76,337,188
1765305158.5376632,42,337,459
1765305158.5376632,104,354,301
1765305158.5376632,50,363,434
1765305158.5376632,16,1051,669
1765305158.5376632,27,315,137
1765305158.5958886,4,349,492
1765305158.5958886,1,738,467
1765305158.5958886,74,341,373
1765305158.5958886,86,537,573
1765305158.5958886,39,475,429
1765305158.5958886,12,535,357
1765305158.5958886,9,438,555
1765305158.5958886,95,368,402
1765305158.5958886,96,431,425
1765305158.5958886,2,292,489
1765305158.5958886,22,633,384
1765305158.5958886,7,688,534
1765305158.5958886,76,336,190
1765305158.5958886,50,361,436
1765305158.5958886,27,312,137
1765305158.5958886,42,347,458
1765305158.5958886,16,1051,670
1765305158.5958886,104,358,305
1765305158.6487052,4,349,493
1765305158.6487052,1,740,468
1765305158.6487052,74,342,374
1765305158.6487052,86,538,573
1765305158.6487052,12,532,356
1765305158.6487052,9,438,555
1765305158.6487052,39,478,428
1765305158.6487052,96,432,427
1765305158.6487052,2,292,489
1765305158.6487052,95,368,405
1765305158.6487052,50,368,439
1765305158.6487052,76,336,192
1765305158.6487052,7,689,534
1765305158.6487052,22,635,384
1765305158.6487052,42,343,458
1765305158.6487052,27,313,137
1765305158.6487052,104,358,308
1765305158.6487052,16,1052,669
1765305158.6978164,4,348,493
1765305158.6978164,74,343,373
1765305158.6978164,1,742,468
1765305158.6978164,86,538,573
1765305158.6978164,9,435,555
1765305158.6978164,39,482,429
1765305158.6978164,12,533,356
1765305158.6978164,96,434,429
1765305158.6978164,2,292,490
1765305158.6978164,50,369,441
1765305158.6978164,95,365,405
1765305158.6978164,7,688,534
1765305158.6978164,27,313,138
1765305158.6978164,22,636,384
1765305158.6978164,42,343,456
1765305158.6978164,76,336,191
1765305158.6978164,104,360,309
1765305158.6978164,16,1051,669
1765305158.6978164,105,334,428
1765305158.7554934,4,348,493
1765305158.7554934,1,745,468
1765305158.7554934,86,538,573
1765305158.7554934,39,484,427
1765305158.7554934,12,530,355
1765305158.7554934,9,434,556
1765305158.7554934,74,341,371
1765305158.7554934,2,292,490
1765305158.7554934,95,363,406
1765305158.7554934,96,436,431
1765305158.7554934,27,312,139
1765305158.7554934,76,338,193
1765305158.7554934,7,688,533
1765305158.7554934,50,375,443
1765305158.7554934,22,638,384
1765305158.7554934,105,336,428
1765305158.7554934,16,1051,668
1765305158.7554934,42,340,457
1765305158.7554934,104,361,312
1765305158.8295405,4,348,493
1765305158.8295405,1,747,468
1765305158.8295405,12,529,355
1765305158.8295405,27,312,139
1765305158.8295405,86,539,573
1765305158.8295405,74,341,370
1765305158.8295405,9,432,556
1765305158.8295405,2,292,490
1765305158.8295405,50,381,446
1765305158.8295405,7,688,533
1765305158.8295405,95,362,406
1765305158.8295405,96,437,433
1765305158.8295405,39,486,426
1765305158.8295405,76,338,192
1765305158.8295405,22,639,385
1765305158.8295405,104,367,316
1765305158.8295405,42,333,455
1765305158.8295405,105,338,427
1765305158.8295405,16,1051,668
1765305158.8295405,106,305,172
1765305158.8987477,4,348,493
1765305158.8987477,12,522,354
1765305158.8987477,1,749,469
1765305158.8987477,74,340,369
1765305158.8987477,96,441,436
1765305158.8987477,9,431,555
1765305158.8987477,86,539,573
1765305158.8987477,50,386,450
1765305158.8987477,2,293,490
1765305158.8987477,27,312,140
1765305158.8987477,7,688,533
1765305158.8987477,22,641,385
1765305158.8987477,95,365,404
1765305158.8987477,104,368,318
1765305158.8987477,105,340,424
1765305158.8987477,39,491,424
1765305158.8987477,76,336,193
1765305158.8987477,16,1049,668
1765305158.8987477,106,305,172
1765305158.8987477,42,336,455
1765305159.0038755,4,348,493
1765305159.0038755,96,444,438
1765305159.0038755,1,749,469
1765305159.0038755,9,431,556
1765305159.0038755,74,340,368
1765305159.0038755,50,391,452
1765305159.0038755,86,539,572
1765305159.0038755,12,520,353
1765305159.0038755,2,292,490
1765305159.0038755,27,313,141
1765305159.0038755,22,642,384
1765305159.0038755,105,339,423
1765305159.0038755,7,687,532
1765305159.0038755,104,365,325
1765305159.0038755,39,492,425
1765305159.0038755,42,340,455
1765305159.0038755,76,334,194
1765305159.0038755,95,366,404
1765305159.0038755,16,1050,669
1765305159.0038755,106,305,171
1765305159.0604353,4,347,493
1765305159.0604353,9,431,556
1765305159.0604353,50,393,453
1765305159.0604353,1,750,469
1765305159.0604353,86,538,573
1765305159.0604353,96,444,440
1765305159.0604353,74,340,368
1765305159.0604353,12,517,352
1765305159.0604353,2,292,490
1765305159.0604353,105,337,418
1765305159.0604353,7,687,532
1765305159.0604353,27,314,143
1765305159.0604353,22,643,382
1765305159.0604353,42,340,454
1765305159.0604353,76,334,195
1765305159.0604353,95,365,404
1765305159.0604353,39,493,423
1765305159.0604353,104,367,328
1765305159.0604353,106,305,172
1765305159.0604353,16,1051,669
1765305159.1252952,4,348,493
1765305159.1252952,50,399,455
1765305159.1252952,1,751,470
1765305159.1252952,9,430,555
1765305159.1252952,86,538,573
1765305159.1252952,96,447,442
1765305159.1252952,12,513,351
1765305159.1252952,74,342,367
1765305159.1252952,2,293,491
1765305159.1252952,42,343,454
1765305159.1252952,7,688,532
1765305159.1252952,22,644,382
1765305159.1252952,39,494,424
1765305159.1252952,104,369,332
1765305159.1252952,105,335,415
1765305159.1252952,27,314,144
1765305159.1252952,76,336,195
1765305159.1252952,16,1051,669
1765305159.1252952,106,305,173
1765305159.1252952,95,361,402
1765305159.185375,4,348,492
1765305159.185375,50,403,458
1765305159.185375,9,429,556
1765305159.185375,1,752,470
1765305159.185375,86,538,573
1765305159.185375,12,511,352
1765305159.185375,39,497,423
1765305159.185375,96,449,441
1765305159.185375,74,343,367
1765305159.185375,2,293,491
1765305159.185375,42,344,453
1765305159.185375,7,688,533
1765305159.185375,22,645,383
1765305159.185375,104,373,333
1765305159.185375,27,314,146
1765305159.185375,76,335,196
1765305159.185375,106,305,173
1765305159.185375,16,1051,669
1765305159.185375,105,336,412
1765305159.185375,95,361,400
1765305159.2477174,4,347,493
1765305159.2477174,96,452,448
1765305159.2477174,9,429,556
1765305159.2477174,1,753,470
1765305159.2477174,12,509,353
1765305159.2477174,104,375,335
1765305159.2477174,39,501,422
1765305159.2477174,86,538,573
1765305159.2477174,42,346,454
1765305159.2477174,74,344,368
1765305159.2477174,50,406,459
1765305159.2477174,22,645,383
1765305159.2477174,27,317,147
1765305159.2477174,2,290,490
1765305159.2477174,7,688,534
1765305159.2477174,105,335,411
1765305159.2477174,16,1051,668
1765305159.2477174,95,362,401
1765305159.2477174,106,305,174
1765305159.2477174,76,332,197
1765305159.3078284,4,348,493
1765305159.3078284,9,428,556
1765305159.3078284,96,454,449
1765305159.3078284,86,538,573
1765305159.3078284,1,754,471
1765305159.3078284,12,506,352
1765305159.3078284,39,505,421
1765305159.3078284,42,346,452
1765305159.3078284,104,376,338
1765305159.3078284,50,413,461
1765305159.3078284,74,343,365
1765305159.3078284,22,646,383
1765305159.3078284,7,688,534
1765305159.3078284,27,318,147
1765305159.3078284,2,290,491
1765305159.3078284,105,335,410
1765305159.3078284,16,1051,669
1765305159.3078284,95,364,402
1765305159.3078284,106,304,174
1765305159.3754666,4,347,493
1765305159.3754666,12,503,350
1765305159.3754666,9,433,555
1765305159.3754666,1,756,471
1765305159.3754666,39,506,420
1765305159.3754666,86,538,573
1765305159.3754666,104,380,340
1765305159.3754666,42,348,452
1765305159.3754666,50,417,462
1765305159.3754666,96,456,451
1765305159.3754666,22,647,384
1765305159.3754666,74,343,365
1765305159.3754666,27,315,148
1765305159.3754666,2,290,491
1765305159.3754666,7,688,534
1765305159.3754666,95,362,402
1765305159.3754666,106,305,176
1765305159.3754666,105,336,406
1765305159.3754666,16,1052,671
1765305159.439371,12,502,350
1765305159.439371,4,348,493
1765305159.439371,1,757,471
1765305159.439371,9,437,554
1765305159.439371,104,382,342
1765305159.439371,39,508,417
1765305159.439371,50,424,463
1765305159.439371,86,538,572
1765305159.439371,22,647,385
1765305159.439371,42,348,451
1765305159.439371,96,458,452
1765305159.439371,74,343,363
1765305159.439371,7,687,534
1765305159.439371,2,290,491
1765305159.439371,27,314,150
1765305159.439371,95,354,401
1765305159.439371,106,306,175
1765305159.439371,16,1051,669
1765305159.439371,90,345,400
1765305159.5002165,4,346,493
1765305159.5002165,1,760,471
1765305159.5002165,9,437,553
1765305159.5002165,12,498,349
1765305159.5002165,39,512,416
1765305159.5002165,86,538,571
1765305159.5002165,104,386,344
1765305159.5002165,96,459,451
1765305159.5002165,50,429,465
1765305159.5002165,22,648,386
1765305159.5002165,74,341,360
1765305159.5002165,2,290,492
1765305159.5002165,42,346,449
1765305159.5002165,7,688,534
1765305159.5002165,27,313,153
1765305159.5002165,95,358,400
1765305159.5002165,16,1050,668
1765305159.5002165,106,306,176
1765305159.5588257,4,346,494
1765305159.5588257,39,516,416
1765305159.5588257,1,761,471
1765305159.5588257,9,439,553
1765305159.5588257,12,496,348
1765305159.5588257,104,392,348
1765305159.5588257,86,537,570
1765305159.5588257,74,340,359
1765305159.5588257,50,434,466
1765305159.5588257,96,460,452
1765305159.5588257,22,649,386
1765305159.5588257,2,293,492
1765305159.5588257,27,314,154
1765305159.5588257,42,346,448
1765305159.5588257,7,688,533
1765305159.5588257,95,358,400
1765305159.5588257,106,305,177
1765305159.5588257,105,333,397
1765305159.5588257,16,1050,670
1765305159.6228714,39,517,414
1765305159.6228714,4,347,493
1765305159.6228714,1,762,471
1765305159.6228714,74,342,356
1765305159.6228714,50,437,469
1765305159.6228714,86,538,570
1765305159.6228714,104,397,349
1765305159.6228714,12,495,349
1765305159.6228714,9,431,555
1765305159.6228714,42,347,448
1765305159.6228714,22,649,387
1765305159.6228714,27,312,154
1765305159.6228714,96,470,455
1765305159.6228714,7,688,532
1765305159.6228714,2,295,493
1765305159.6228714,95,360,399
1765305159.6228714,105,332,396
1765305159.6228714,16,1049,669
1765305159.6228714,106,308,178
1765305159.6869462,74,342,352
1765305159.6869462,4,347,493
1765305159.6869462,39,521,413
1765305159.6869462,1,764,472
1765305159.6869462,12,493,349
1765305159.6869462,86,538,570
1765305159.6869462,104,398,348
1765305159.6869462,50,440,472
1765305159.6869462,9,434,554
1765305159.6869462,22,651,387
1765305159.6869462,42,348,447
1765305159.6869462,96,471,454
1765305159.6869462,27,313,156
1765305159.6869462,7,687,533
1765305159.6869462,95,360,400
1765305159.6869462,109,452,554
1765305159.6869462,105,331,393
1765305159.6869462,16,1050,669
1765305159.6869462,2,296,495
1765305159.6869462,106,309,177
1765305159.7353425,74,342,350
1765305159.7353425,4,347,492
1765305159.7353425,39,522,411
1765305159.7353425,9,435,554
1765305159.7353425,12,489,348
1765305159.7353425,1,766,471
1765305159.7353425,86,538,571
1765305159.7353425,50,446,472
1765305159.7353425,42,348,446
1765305159.7353425,2,293,494
1765305159.7353425,22,654,388
1765305159.7353425,104,403,352
1765305159.7353425,7,688,531
1765305159.7353425,27,315,157
1765305159.7353425,96,482,457
1765305159.7353425,95,353,399
1765305159.7353425,76,331,198
1765305159.7353425,110,315,144
1765305159.7353425,105,342,393
1765305159.7353425,106,309,178
1765305159.7353425,16,1051,671
1765305159.787425,74,343,349
1765305159.787425,4,347,492
1765305159.787425,39,524,410
1765305159.787425,22,656,388
1765305159.787425,42,348,443
1765305159.787425,9,430,555
1765305159.787425,50,450,472
1765305159.787425,1,768,471
1765305159.787425,12,487,348
1765305159.787425,86,538,571
1765305159.787425,2,293,494
1765305159.787425,104,409,353
1765305159.787425,96,487,459
1765305159.787425,27,317,155
1765305159.787425,7,688,531
1765305159.787425,95,348,394
1765305159.787425,76,332,198
1765305159.787425,105,341,389
1765305159.787425,16,1050,670
1765305159.835562,74,343,346
1765305159.835562,22,658,389
1765305159.835562,4,347,492
1765305159.835562,42,348,441
1765305159.835562,39,526,408
1765305159.835562,1,769,471
1765305159.835562,9,430,555
1765305159.835562,50,454,475
1765305159.835562,86,538,571
1765305159.835562,12,485,348
1765305159.835562,2,297,496
1765305159.835562,104,412,353
1765305159.835562,96,491,459
1765305159.835562,7,688,532
1765305159.835562,27,317,164
1765305159.835562,105,345,388
1765305159.835562,16,1051,668
1765305159.835562,110,318,143
1765305159.835562,76,332,197
1765305159.835562,95,355,389
1765305159.8794706,74,343,345
1765305159.8794706,4,347,492
1765305159.8794706,50,454,476
1765305159.8794706,9,430,556
1765305159.8794706,86,538,572
1765305159.8794706,1,771,471
1765305159.8794706,2,297,496
1765305159.8794706,22,660,391
1765305159.8794706,39,529,407
1765305159.8794706,104,415,353
1765305159.8794706,12,482,347
1765305159.8794706,42,348,440
1765305159.8794706,96,494,459
1765305159.8794706,7,687,532
1765305159.8794706,27,317,166
1765305159.8794706,105,344,387
1765305159.8794706,16,1050,667
1765305159.8794706,110,316,143
1765305159.8794706,76,331,196
1765305159.9270802,2,299,500
1765305159.9270802,74,344,343
1765305159.9270802,86,537,573
1765305159.9270802,22,661,393
1765305159.9270802,4,347,491
1765305159.9270802,9,431,556
1765305159.9270802,1,773,472
1765305159.9270802,42,349,438
1765305159.9270802,104,419,354
1765305159.9270802,50,460,476
1765305159.9270802,12,478,347
1765305159.9270802,39,531,404
1765305159.9270802,96,498,460
1765305159.9270802,7,687,532
1765305159.9270802,105,345,387
1765305159.9270802,27,318,164
1765305159.9270802,16,1051,668
1765305159.9270802,110,321,144
1765305159.9270802,76,333,193
1765305159.9752996,86,537,573
1765305159.9752996,74,344,342
1765305159.9752996,1,775,473
1765305159.9752996,2,302,502
1765305159.9752996,22,662,394
1765305159.9752996,50,466,476
1765305159.9752996,39,532,402
1765305159.9752996,4,347,490
1765305159.9752996,9,432,556
1765305159.9752996,42,350,437
1765305159.9752996,12,475,347
1765305159.9752996,104,420,353
1765305159.9752996,96,508,459
1765305159.9752996,105,346,388
1765305159.9752996,7,686,532
1765305159.9752996,113,317,172
1765305159.9752996,27,322,166
1765305159.9752996,110,323,143
1765305159.9752996,16,1047,670
1765305160.0301971,86,537,573
1765305160.0301971,74,344,342
1765305160.0301971,39,534,401
1765305160.0301971,96,510,461
1765305160.0301971,1,775,473
1765305160.0301971,50,468,477
1765305160.0301971,2,302,503
1765305160.0301971,22,663,395
1765305160.0301971,4,347,490
1765305160.0301971,9,428,556
1765305160.0301971,12,472,347
1765305160.0301971,42,350,436
1765305160.0301971,105,346,388
1765305160.0301971,104,419,353
1765305160.0301971,7,687,533
1765305160.0301971,113,318,172
1765305160.0301971,27,323,166
1765305160.0301971,110,323,144
1765305160.0301971,114,347,429
1765305160.0301971,16,1048,670
1765305160.0788755,50,473,477
1765305160.0788755,9,429,556
1765305160.0788755,1,778,473
1765305160.0788755,39,537,399
1765305160.0788755,74,343,340
1765305160.0788755,86,537,572
1765305160.0788755,12,469,347
1765305160.0788755,4,345,490
1765305160.0788755,96,513,460
1765305160.0788755,104,421,352
1765305160.0788755,22,665,399
1765305160.0788755,114,349,432
1765305160.0788755,2,305,505
1765305160.0788755,7,685,532
1765305160.0788755,113,320,173
1765305160.0788755,105,344,385
1765305160.0788755,110,324,144
1765305160.0788755,16,1050,668
1765305160.1252933,9,428,556
1765305160.1252933,1,779,473
1765305160.1252933,74,343,337
1765305160.1252933,50,479,478
1765305160.1252933,86,537,571
1765305160.1252933,104,424,354
1765305160.1252933,39,541,395
1765305160.1252933,4,345,491
1765305160.1252933,12,471,344
1765305160.1252933,22,668,401
1765305160.1252933,2,310,508
1765305160.1252933,7,685,533
1765305160.1252933,96,521,458
1765305160.1252933,27,321,174
1765305160.1252933,114,349,430
1765305160.1252933,105,343,382
1765305160.1252933,110,326,143
1765305160.1252933,16,1049,669
1765305160.170003,74,342,336
1765305160.170003,1,779,473
1765305160.170003,9,428,556
1765305160.170003,86,537,571
1765305160.170003,104,425,354
1765305160.170003,50,481,478
1765305160.170003,39,543,393
1765305160.170003,4,345,491
1765305160.170003,2,312,509
1765305160.170003,22,669,401
1765305160.170003,12,470,344
1765305160.170003,96,526,459
1765305160.170003,7,685,532
1765305160.170003,114,344,427
1765305160.170003,27,321,175
1765305160.170003,105,341,377
1765305160.170003,110,327,143
1765305160.170003,16,1049,670
1765305160.2197611,74,342,334
1765305160.2197611,1,782,473
1765305160.2197611,9,429,555
1765305160.2197611,39,545,391
1765305160.2197611,86,537,571
1765305160.2197611,2,317,511
1765305160.2197611,50,483,479
1765305160.2197611,96,533,460
1765305160.2197611,4,344,490
1765305160.2197611,22,672,401
1765305160.2197611,104,426,353
1765305160.2197611,114,346,426
1765305160.2197611,7,685,532
1765305160.2197611,27,321,175
1765305160.2197611,110,331,143
1765305160.2197611,12,469,342
1765305160.2197611,105,340,374
1765305160.2197611,16,1051,670
1765305160.2673662,74,342,331
1765305160.2673662,2,318,514
1765305160.2673662,9,427,555
1765305160.2673662,4,344,490
1765305160.2673662,39,547,389
1765305160.2673662,114,345,422
1765305160.2673662,1,784,473
1765305160.2673662,104,430,355
1765305160.2673662,86,538,571
1765305160.2673662,22,675,403
1765305160.2673662,50,490,479
1765305160.2673662,96,540,458
1765305160.2673662,7,685,531
1765305160.2673662,110,332,143
1765305160.2673662,27,320,175
1765305160.2673662,12,466,340
1765305160.2673662,105,340,372
1765305160.2673662,16,1047,670
1765305160.3183346,2,323,516
1765305160.3183346,9,426,554
1765305160.3183346,74,342,329
1765305160.3183346,39,548,388
1765305160.3183346,4,344,490
1765305160.3183346,1,786,473
1765305160.3183346,86,537,571
1765305160.3183346,96,543,457
1765305160.3183346,114,344,420
1765305160.3183346,22,676,405
1765305160.3183346,104,434,355
1765305160.3183346,110,334,143
1765305160.3183346,7,684,531
1765305160.3183346,50,492,479
1765305160.3183346,27,321,176
1765305160.3183346,12,466,339
1765305160.3183346,105,341,366
1765305160.3183346,16,1049,670
1765305160.386107,2,326,518
1765305160.386107,9,425,554
1765305160.386107,74,343,329
1765305160.386107,39,550,387
1765305160.386107,96,548,456
1765305160.386107,1,788,474
1765305160.386107,22,679,407
1765305160.386107,86,537,571
1765305160.386107,4,343,489
1765305160.386107,50,498,479
1765305160.386107,12,463,336
1765305160.386107,7,684,532
1765305160.386107,110,335,144
1765305160.386107,104,442,355
1765305160.386107,114,345,417
1765305160.386107,27,321,176
1765305160.386107,105,341,366
1765305160.386107,16,1051,669
1765305160.386107,118,306,198
1765305160.4452024,2,326,518
1765305160.4452024,9,424,554
1765305160.4452024,74,343,329
1765305160.4452024,22,680,409
1765305160.4452024,39,550,386
1765305160.4452024,1,788,474
1765305160.4452024,96,554,454
1765305160.4452024,86,536,572
1765305160.4452024,114,345,415
1765305160.4452024,4,342,489
1765305160.4452024,104,442,355
1765305160.4452024,50,500,480
1765305160.4452024,110,339,144
1765305160.4452024,12,463,334
1765305160.4452024,7,685,532
1765305160.4452024,27,319,176
1765305160.4452024,105,340,364
1765305160.4452024,118,306,198
1765305160.4452024,16,1051,669
1765305160.5308423,22,684,411
1765305160.5308423,74,342,327
1765305160.5308423,9,424,553
1765305160.5308423,2,334,520
1765305160.5308423,86,535,572
1765305160.5308423,50,505,478
1765305160.5308423,39,550,385
1765305160.5308423,1,792,474
1765305160.5308423,110,342,145
1765305160.5308423,4,343,490
1765305160.5308423,96,562,453
1765305160.5308423,104,445,356
1765305160.5308423,12,456,334
1765305160.5308423,114,348,415
1765305160.5308423,7,685,534
1765305160.5308423,27,317,174
1765305160.5308423,16,1049,668
1765305160.5308423,118,305,199
1765305160.5308423,105,339,361
1765305160.6352277,22,686,412
1765305160.6352277,74,341,325
1765305160.6352277,9,424,552
1765305160.6352277,2,338,521
1765305160.6352277,86,534,572
1765305160.6352277,96,566,452
1765305160.6352277,39,551,384
1765305160.6352277,1,792,474
1765305160.6352277,4,343,491
1765305160.6352277,50,510,477
1765305160.6352277,12,454,333
1765305160.6352277,104,449,356
1765305160.6352277,110,340,146
1765305160.6352277,7,685,533
1765305160.6352277,114,348,411
1765305160.6352277,27,312,174
1765305160.6352277,118,306,200
1765305160.6352277,16,1048,668
1765305160.6352277,105,340,361
1765305160.712189,9,424,552
1765305160.712189,22,687,413
1765305160.712189,86,534,572
1765305160.712189,39,552,383
1765305160.712189,74,339,323
1765305160.712189,96,569,451
1765305160.712189,1,795,474
1765305160.712189,4,343,491
1765305160.712189,50,514,477
1765305160.712189,12,453,332
1765305160.712189,2,341,523
1765305160.712189,114,347,407
1765305160.712189,104,451,357
1765305160.712189,110,339,145
1765305160.712189,7,684,532
1765305160.712189,27,317,175
1765305160.712189,118,306,201
1765305160.712189,16,1050,668
1765305160.712189,105,338,359
